created_at,text,full_name
13-03-2021,@RobinMayhallAPR @kemsunde @mynorthoaks Y’all saw my #CovidVaccine #shotface?,"Georgia, USA"
13-03-2021,"Thank you @Walgreens &amp; @pfizer !!
#CovidVaccine dose #1 of 2 yesterday 💉
The @CDCgov periodic check-ins are good!  I encourage everyone to complete these. The feedback is vital to ensuring they assess the impact from the vaccinations. https://t.co/8WgRLhEnXs","South Carolina, USA"
13-03-2021,Is it ethical to not get the #CovidVaccine #SocialWorkTwitter,"Delaware, USA"
13-03-2021,1 of 2 done #CovidVaccine Brighter days ahead!! https://t.co/4LuB9IImad,"New York, USA"
13-03-2021,"Why is it OK for the FDA to recommend that pregnant and breastfeeding women get the #CovidVaccine without a SINGLE study, but not OK to defer a 2nd shot to let an unvaccinated person get a first? @smerconish Dr. @RogerMarshallMD is proposing an altruistic plan. @mass_marion https://t.co/DXWhyJGTL5","Pennsylvania, USA"
13-03-2021,"I WILL NOT TAKE THE #CovidVaccine! That’s pretty simple. If someone wants to take it, fine I don’t have a problem with that, however I don’t take any vaccinations, flu or anything else. 

So....... Eat fish heads! LOL","Kentucky, USA"
13-03-2021,"I hate that we have to talk about this data but I ♥️ what the data is showing.

Thnx to everyone who had part in research, development, production, distribution, &amp; administration of #CovidVaccine.

Thnx to @jared_whalen &amp; @delawareonline for news &amp; graphics! #ReadLocal #deCOVID https://t.co/8jrZxMGV14","Delaware, USA"
13-03-2021,Fully vaccinated now!!!! #COVID19 #CovidVaccine https://t.co/71ImLKAsRQ,"Florida, USA"
12-03-2021,Have you received the #CovidVaccine?,"Indiana, USA"
12-03-2021,"@serialliar Thank you SO MUCH! I was so excited that I cried. Even if I feel like shit tonight or this weekend, it will be totally worth it! I am extremely immunocompromised, and I finally feel like I can breathe again. Thank you so much @CDCgov!! #COVIDvaccine.","Florida, USA"
12-03-2021,Dose number 1 in the books! #CovidVaccine #modernavaccine https://t.co/WOjbrI7uoi,"South Carolina, USA"
12-03-2021,Easy now can we get more local areas to distribute. Let’s make this an easy access for everyone Governor Baker! #morelocations #CovidVaccine #Massachusetts https://t.co/85ztHMNSpC,"Massachusetts, USA"
12-03-2021,@lptv @TaraSetmayer @ProjectLincoln One down and one to go #CovidVaccine,"Pennsylvania, USA"
12-03-2021,One &amp; done!! J&amp;J shot! Shout out to all the staff working at the  @AlliantECenter testing center. Super efficient &amp; organized!! #CovidVaccine https://t.co/DXPAiaqt5T,"Wisconsin, USA"
12-03-2021,Hit me with your best shot.  #covidvaccine @ Walmart Springfield - S Campbell Ave https://t.co/rC7P97HJ07,"Missouri, USA"
12-03-2021,"ONE YEAR LATER: On March 12, 2020 we learned #covid19 arrived in @MeckCounty. So much has changed since then, and now the #covidvaccine is being distributed at mass vaccine clinics around our state @SpecNews1CLT #cltnews #ncnews #meckcounty https://t.co/tPMARgXQwI","South Carolina, USA"
12-03-2021,"The question of “should Christians vaccinate” has spiraled into an issue larger than the vaccination itself and our witness to the world can easily be harmed. #COVID19 #CovidVaccine #christianity 

https://t.co/5eSNzFzIE1","Florida, USA"
12-03-2021,"1 step closer to getting back to “normal”....whatever that means!!😂#covidvaccine #covid_19 #doingmypart @ Columbia, South Carolina https://t.co/Nd0uVrsw3b","South Carolina, USA"
12-03-2021,New reporting on Georgia COVID vaccines examines why Georgia is vaccinating people at a slower pace than any U.S. state #gapol #CovidVaccine https://t.co/KzIxr6okCM,"Georgia, USA"
12-03-2021,"California se prepara para reabrir, a un año de la pandemia @TelemundoNews #Oneyearofcovid #pandemia #coronavirus #CovidVaccine https://t.co/irTvpQiRdu","California, USA"
12-03-2021,"@POTUS President Trump, thank you for #OperationWarpSpeed!
#CovidVaccine","Indiana, USA"
12-03-2021,One thing in common with all the POTUSES: they are all lefty! (The shots are on the right arms) #CovidVaccine https://t.co/f0W699qs8R,"New York, USA"
12-03-2021,Getting my first Moderna shot tomorrow! 🤩 #CovidVaccine #modernavaccine,"Connecticut, USA"
12-03-2021,"I got my 2nd COVID vaccine shot this week . 

Thank you President Trump for Operation Warp Speed 

#COVID19 #CovidVaccine #PresidentTrump 🇺🇸","South Carolina, USA"
11-03-2021,Thank u @CarterCenter @BillClinton @POTUS @GWBLibrary #CovidVaccine https://t.co/2QDMUIQWBN,"Tennessee, USA"
11-03-2021,My team!!! Empowering people to bring their intrapreneurial ideas to life with corporate power - all to benefit the community. ❤️ #oraclecloud #cloudevolution @BringsjordKurt @ccgirl #CovidVaccine https://t.co/CzlAkz1kew,"North Carolina, USA"
11-03-2021,My in-laws (73 and 72 to) just scheduled their #CovidVaccine appointments! We’re all jumping for joy! 💉🎉,"Pennsylvania, USA"
11-03-2021,Does my vaccine still work if it didn’t take a photo with my card?? #CovidVaccine,"Arkansas, USA"
11-03-2021,Inbox: @AtriumHealth announces details for the mass #CovidVaccine event at @JCSUniversity. It’s an appointment only event from 8 am to 4 pm this weekend @SpecNews1CLT #cltnews #covid19 #ncnews,"South Carolina, USA"
11-03-2021,"#Jacksonville 
#CovidVaccine https://t.co/prA3ijVdKs","Florida, USA"
11-03-2021,1st dose! 👍🏻 #CovidVaccine #COVID19 https://t.co/Xw5H1utDZO,"West Virginia, USA"
11-03-2021,"Vaccine shot #1 scheduled for 3/16/21!!!
#CovidVaccine","Ohio, USA"
11-03-2021,"Today (due to my increased risk of severe illness from the virus) I was able to get my @moderna_tx #CovidVaccine &amp; I absolutely wept. I wept with gratitude &amp; the release of anxiety. With a 3 year old &amp; infant at home, I do everything to protect them. #COVID19Vaccination @VDHgov https://t.co/sdjs8BGugY","Virginia, USA"
11-03-2021,My husband and I have our first #PfizerVaccine at a state of #ga site and our son his first #modernavaccine @UNG_News #CovidVaccine #vaccinate #MaskUp https://t.co/w1IMRfBXWe,"Georgia, USA"
11-03-2021,"Look out for one another, and think about your loved ones and friends. Get Vaccinated! #CovidVaccine #COVID19 https://t.co/krlu5jSQoY","Ohio, USA"
11-03-2021,Can’t wait to get mine! #CovidVaccine https://t.co/ngQ4ddMlzx,"Nebraska, USA"
11-03-2021,"Kudos as well to @FirstHealth for its #CovidVaccine clinic! Well-run, efficient, and easy to sign up. I will encourage all my family and friends and others in the surrounding #rural region to sign up. 
/3","North Carolina, USA"
11-03-2021,"Important study, led by @MDTande showing that those who had received both doses of an mRNA #CovidVaccine had an 80% reduction in asymptomatic infection compared to a non-vaccinated cohort. 

https://t.co/LgykBXjwiw","Minnesota, USA"
11-03-2021,Been on this page for almost two hours now waiting to schedule my parents’ vaccine. Can’t believe it is this difficult (one of 7 pharmacies I’m trying for right now) #GetVaccinated #COVID19 #CovidVaccine https://t.co/w78GkFAmJL,"Florida, USA"
11-03-2021,My girl got her first #CovidVaccine shot yesterday. I had to nerd out a bit and tell her it was like getting one of the infinity stones. Victory is in sight! #COVID19 #teachers #AvengersEndgame https://t.co/zVRpjUvxsI,"Georgia, USA"
11-03-2021,Hey @PWRoTCH my arm is a little sore but other than that all is well! #CovidVaccine #modernavaccine,"Florida, USA"
11-03-2021,#Reno #CovidVaccine https://t.co/iWSifTJlNw,"Nevada, USA"
11-03-2021,Thank you @USAFReserve #CovidVaccine #Mississippi https://t.co/GZMoV3L0kr,"Mississippi, USA"
10-03-2021,Guess who got their #CovidVaccine 🙋🏻‍♀️ @WinnDixie had the process down - super smooth and organized. They already scheduled my second dose appointment. That light at the end of the tunnel is getting brighter!,"Florida, USA"
10-03-2021,Dose one complete. I didn't die or anything. #CovidVaccine https://t.co/2kAAVMOZzi,"Florida, USA"
10-03-2021,"Thank you @pcssdschools  and Cornerstone Pharmacy for easy, fast, efficient Vaccine distribution! #CovidVaccine","Arkansas, USA"
10-03-2021,"Biden doing some advertising for J&amp;J.  Yessssssss
#CovidVaccine","Pennsylvania, USA"
10-03-2021,Gorsky looks pretty happy.  #CovidVaccine,"Pennsylvania, USA"
10-03-2021,"@ajc The expanded pool will cover categories of people that account for 92% of all Georgia’s death due to the coronavirus pandemic, governor said in news conference announcing it. #CovidVaccine","Georgia, USA"
10-03-2021,Vaccine scheduled for tomorrow!!!  #vaccinated #CovidVaccine,"Iowa, USA"
10-03-2021,"The ignorance I see coming from the mouths of people who don’t understand what a vaccine does, how it works, and that they are at a much greater risk getting in their own cars to go to the supermarket than they are getting a vaccine. Yes. Even the #covidvaccine. https://t.co/RxODKSkr14","New Hampshire, USA"
10-03-2021,"#Orlando friends the @OVAHCS has the #CovidVaccine for enrolled veterans regardless of age. 

📲(407) 631-0499.","Florida, USA"
10-03-2021,Vaccination Day! Woohoo excited to move forward in science with a mRNA vaccine and to be a part of the next step in this pandemic. #CovidVaccine,"Colorado, USA"
10-03-2021,Just some early morning experiment prep before I dash out to get my 2nd vaccine!!! 🤗 #CovidVaccine #fishmas https://t.co/Cig3njcUdi,"California, USA"
10-03-2021,"@Vegalteno @NIH @HamiltonMusical @Lin_Manuel How thoughtful of you to give #DrFauci his shot, @Vegalteno.  😉

#DoubleEntendre
@HamiltonMusical #MyShot
#CovidVaccine","New York, USA"
10-03-2021,@GregAbbott_TX Less than 8%of #texans are vaccinated.  You're still a dumb ass #AbbottFailedTexasAgain #CovidVaccine,"Texas, USA"
10-03-2021,"T-shirt idea for the summer.
#CovidVaccine https://t.co/J4aZLbzWdY","Florida, USA"
10-03-2021,#CovidVaccine at your #primarycare #physician’s office #Patient choice. https://t.co/Im1WUQ2uPi,"Alabama, USA"
09-03-2021,#CovidVaccine How come folks who have been vaccinated keep looking at me like I’m the bad guy. Two classes now the Vaccies and the non-vaccies. You jumped lines punk! Who cares if your 96 years old? Jk but kinda not,"Colorado, USA"
09-03-2021,BUYING the #CovidVaccine on the dark web. Tonight on @WJCLNews at 5... we’re sharing just how dangerous this is and how often it’s happening.,"South Carolina, USA"
09-03-2021,Sweet. Not. 👎 #nj #CovidVaccine https://t.co/cYW0F6dyJC,"New Jersey, USA"
09-03-2021,The @NYFarmBureau points out that Farmworkers -essential to the food supply- continue to be excluded from #CovidVaccine eligibility. https://t.co/W1EaPOpekP,"New York, USA"
09-03-2021,"Finally got scheduled for my first #CovidVaccine. I accepted the first appointment time they had available, which was 2:50 this Thursday. #coronavirus https://t.co/dBZpW5vDS5","Maine, USA"
09-03-2021,"You can’t make this stuff up! I went to the designated spot for my 2nd COVID shot. It was closed, and no one knew! Drove another 30 mins and, as I’m about to get shot @NHDHHS calls saying I will have to go to Claremont. OMG!! Could they. E more disorganized?! #CovidVaccine","New Hampshire, USA"
09-03-2021,@CDCgov @TNDeptofHealth If no ID is required for COVID vaccinations but why is  @Walmart requiring you to create an account before scheduling an appointment? Then the website doesn’t reflect group 1C eligibility. #CovidVaccine #COVID19,"Tennessee, USA"
09-03-2021,Thankful for science! #vaccinated #VaccinesWork #CovidVaccine https://t.co/l7oWX68VBP,"Florida, USA"
09-03-2021,"I want to invite people over for dinner. GET VACCINATED!!

#vaccinated 
#CovidVaccine 
#newrules","Nevada, USA"
08-03-2021,"The #CovidVaccine may cause your lymph nodes to swell. If this normal temporary reaction shows up on an imaging scan, it could be mistaken for #cancer. As more get vaccinated, doctors should prepare to see imaging exams that show swollen lymph nodes. More: https://t.co/Tdgig2c8yk","Florida, USA"
