created_at,text,full_name
13-03-2021,"@fionajbentley Doxie Papa &amp; Mama both finished boosters 💉 no problem 💪🏼 #PfizerVaccine #WearAMask 
#LoveCoco 💌","California, USA"
13-03-2021,"@sinnndy1 @PatriciaRork Don't feel guilty. Sooner or later you'd be getting it. Better sooner than later. I've had both doses of #PfizerVaccine. I'm an old broad - 70 - so I feel pretty protected now, but still being careful!
#WearAMask","Florida, USA"
12-03-2021,"Got my #PfizerVaccine shot #1 today at 10am. 
For me, stay close to a bathroom the 1st 4 hours #GangWayDownLadderMakeAHoleComingThru","Arkansas, USA"
11-03-2021,My husband and I have our first #PfizerVaccine at a state of #ga site and our son his first #modernavaccine @UNG_News #CovidVaccine #vaccinate #MaskUp https://t.co/w1IMRfBXWe,"Georgia, USA"
10-03-2021,I took my first dose of Covid Vaccine on Saturday. I got the Pfizer vaccine and had fever the next day but I’m doing fine. #IGotVaccinated #PfizerVaccine,"Pennsylvania, USA"
08-03-2021,One shot down...one to go! #pfizervaccine,"New York, USA"
06-03-2021,"Today was easily a Top 10 Day!! Not only did I receive my first dose of the vaccine, but I was also able to support @SarpyCassHealth and @PLCSchools with their clinic. #blessed #vaccinatePLCS #PfizerVaccine #PLEAProud https://t.co/LmfKNwS6Yl","Nebraska, USA"
06-03-2021,SurrealMoment...#64/365 #2021/365 #2021 #365 #covid19 #1stdose #pfizercovidvaccine #pfizervaccine #pfizer #grateful #rememberingthosewelost #hopeful #appreciative #almostayear #anewworld @ Kaiser Permanente Thrive https://t.co/uGWPilwVEQ,"Georgia, USA"
06-03-2021,"Day 9 since my first dose of the #PfizerVaccine with #LongCovid and I awaken with ZERO symptoms, feeling at peace and hopeful and in love with life. Ran four miles in the mountains yesterday and I'm 52 years old. Each day now I feel a little better. https://t.co/xnTSumdWBB","New Mexico, USA"
03-03-2021,"Oh no. I've been shot... with my first dose of the #PfizerVaccine . Shout out to @MethodistHosp #theWoodlands for the most organized, efficient and friendly process 🥳 https://t.co/5ZEaOQ6ccI","Texas, USA"
03-03-2021,2ND VAXX DOSE SCHEDULED FOR MONDAY. #pfizervaccine,"Ohio, USA"
02-03-2021,"Got my first #CovidVaccine today! I’m still pretty bummed I didn’t turn into #TheHulk or anything 🤣💚✨

@Hulk @MarkRuffalo #COVID19 #vaccinated #PfizerVaccine #Mombie #GetVaccinated #MomLife https://t.co/nnoDIKLAi5","California, USA"
27-02-2021,Finished. Both doses of Pfizer’s vaccine. Had a rough night &amp; next day with the 2nd. But I am grateful! #PfizerVaccine #GetTheJab #DoTheRightThing #HerdImmunity,"Virginia, USA"
27-02-2021,"@mdnij34 I got the #PfizerVaccine. No problems, other than sore at the injection site, for maybe half a day for each shot.","Florida, USA"
26-02-2021,"Got my 2nd ""Fauci Ouchie"" 💉today 🤣 #vaccinated #COVID19Vaccine #PfizerVaccine","Virginia, USA"
21-02-2021,"Both my parents are fully vaccinated now. One received the #PfizerVaccine and the other the #ModernaVaccine

I’m breathing a big sigh of relief.
This #COVIDVaccine could save their lives.","Pennsylvania, USA"
20-02-2021,@mdnij34 I'm happy I got both doses of the #PfizerVaccine then! 😍,"Florida, USA"
19-02-2021,Round ✌🏼 !!! #Covid #covid_19 #Covid19 #covidvaccine #pfizer #pfizervaccine #shots @ Veterans Home of California - Fresno https://t.co/nU0B4Mv9GR,"California, USA"
16-02-2021,"6:25 A.M. and I have a very sore arm, slight headache, and am a bit nauseous. Then again this is *always* me before coffee. #PfizerVaccine","Ohio, USA"
15-02-2021,Documenting my first dose of the Pfizer vaccine after the cocktail party today: slight headache + dizziness one hour post-vaxx #PfizerVaccine,"Ohio, USA"
13-02-2021,I got the #PfizerVaccine today and have never been so excited to be poked by a needle 💉,"Indiana, USA"
12-02-2021,"1 down ,1 to go! #PfizerVaccine","Pennsylvania, USA"
08-02-2021,@jacque1449 Me too. Got the 2nd #PfizerVaccine on Saturday. Can't even feel that microchip. I'd say Bill Gates did a great job developing it.,"Florida, USA"
07-02-2021,Second dose done! We will check back in and let people know how we are feeling! #CancelCOVID #PfizerVaccine #2021 @ State Farm Stadium https://t.co/PjpxvswFmC,"Arizona, USA"
