created_at,text,full_name
13-05-2021,"Where in #SantaClaraCounty you can find a mass vaccination site for #COVID19Vaccination for ages 12y and older, drop-ins welcome! Go get your vaccine 💉!! #modernavaccine and #PfizerVaccine available 

https://t.co/H8BmhXMyIx","California, USA"
01-05-2021,@KenMuskat I’m fully vaccinated. #modernavaccine #letuscruise #NavyVeteran,"Florida, USA"
29-04-2021,"2nd vaccine dose yesterday- having a hard time with this one. Splitting headache, fever 🤒 above 102, intense pain @ injection site and wicked all-over body aches. Ugggggh make it stop! 27 hours + counting.. #Moderna #modernavaccine #COVID19 #COVIDVaccination #vaccine #Florida","Florida, USA"
29-04-2021,Fui asintomático al COVID pero no inmune a los efectos de la segunda dosis. 🤒 #modernavaccine https://t.co/wK4T73gAku,"Isla Verde, Puerto Rico"
29-04-2021,Getting my first #modernavaccine today!,"Kansas, USA"
26-04-2021,Just got my second #modernavaccine 💉.  The forecast for tomorrow... https://t.co/ILkHB6PR8w,"Florida, USA"
22-04-2021,Good Morning! Second shot this morning. #modernavaccine 🙏🏻💜,"Maryland, USA"
20-04-2021,#modernavaccine only good for 6 months immunization from #covid. The country rushing to get vaccinated only have to do it again in 6 months! Something seems sinister ? Government dollars,"Texas, USA"
15-04-2021,"#modernavaccine woke up feeling a lot Better , looks like second shot symptoms - run their course. #COVID19","Texas, USA"
14-04-2021,Side effects from #modernavaccine YOU LIVE,"Wisconsin, USA"
14-04-2021,"1st after receiving my 2nd #modernavaccine on the roads for #uber and #lyft. No symptoms- looking forwards to my 9 mile trail hike this after noon- heart health, living a healthy and fit lifestyle!","Texas, USA"
13-04-2021,Nothing feels better than knowing I got my second #modernavaccine - I’m one of the millions of Americans rolling up our sleeves to protect Americans! #CovidVaccine,"Texas, USA"
11-04-2021,Congratulations. I get my 2nd #modernavaccine Tuesday! If #Trump had rushed #vaccine we'd have beaten #variants and more people would be Alive. @ArkansasOnline https://t.co/S2RusdzTNI,"Arkansas, USA"
10-04-2021,It’s been just over 24 hours now. Still achy. Still worth it. 💉 #ModernaGang #modernavaccine #ModernaMami https://t.co/gX4E2Tjnun,"Connecticut, USA"
10-04-2021,That 2nd dose kicked my ass finally feeling better #modernavaccine,"Texas, USA"
10-04-2021,"วัคซีน Moderna ผลิตที่สหรัฐอเมริกา 
ผลิตเอง ก็ต้องใช้เอง ผ่านไป 1 วัน
ไม่มีผลข้างเคียงใดๆ 

มีคลิป https://t.co/MhtNdNZZ2h

#vaccinated #vaccination #CovidVaccine #modernavaccine https://t.co/RWwGw8sZwk","Texas, USA"
06-04-2021,In line for my 2nd dose of the #ModernaVaccine,"California, USA"
06-04-2021,@Twitter I did my my part and got my first dose of the #modernavaccine and my second dose is incoming tomorrow (yes I’m a bit nervous given everything I’ve read and heard)...how about getting Twitter verified?? Just saying. Would be a nice treat. I’ll even send you proof 😉,"Florida, USA"
03-04-2021,#COVIDvaccine #modernavaccine https://t.co/G27jTGr4MH,"Louisiana, USA"
02-04-2021,21 hours after my 1st #modernavaccine my arm is still sore. Definitely taking it easy today.,"Ohio, USA"
02-04-2021,8 hours after my 1st #modernavaccine I have a really sore arm. It hurts to lift it. I did move it around a lot afterwards and drank lots of water. Means it's working!,"Ohio, USA"
02-04-2021,Got my first dose! 💉 #modernagang #ModernaMafia #modernavaccine,"Isla Verde, Puerto Rico"
01-04-2021,5.5 hours after 1st dose of #modernavaccine I have a sore arm. Trying not to take tylenol for it but I will be at bedtime.,"Ohio, USA"
31-03-2021,Got my 2nd #modernavaccine yesterday. Full disclosure.. first few hours were fine... but woke up in the middle of the night feeling like I was @MikeTyson punching bag at the gym. The body aches are brutal. About 30 hrs later and it’s starting to calm down now...,"Pennsylvania, USA"
27-03-2021,"And just like that we have our 2nd shot done. #modernavaccine #CovidVaccine #covid19 
Seems so weird to have that completed. Now we wait. https://t.co/GGg8YfiAgU","Wisconsin, USA"
26-03-2021,"Oficialmente ya soy parte de las estadísticas 💉😷
#COVID19 #vaccinated #modernavaccine https://t.co/VHoIOGytmq","California, USA"
26-03-2021,#vaccinated #modernavaccine #texas #wallerisdstadium https://t.co/w019VgzDf2,"Texas, USA"
25-03-2021,Just received first dose of #modernavaccine,"Pennsylvania, USA"
24-03-2021,My Daughter &amp; I are fully vaccinated! Hell yeah! #seconddose #modernavaccine #thanksjen 👏🏼💃🏻🤍 @ Richard M. Borchard Regional Fairgrounds https://t.co/HxRyvSu75s,"Texas, USA"
19-03-2021,#igotmyshot will be IMMUNE by May 1. #2ndShot #COVID #modernavaccine #MasksSaveLives COME On America. #getyourshot https://t.co/ICyYzUTGRv,"Arkansas, USA"
19-03-2021,Get my first dose of #vaccine today! Anyone know what to expect? Side effects? I’m excited and nervous 😬 #VaccinesForAsthmatics #vaccines #GetVaccinated #modernavaccine #PfizerVaccine,"Minnesota, USA"
18-03-2021,"Thank you, #modernavaccine !","North Carolina, USA"
17-03-2021,Yesterday I was truly blessed by the Goddess and the God- #wicca I had a great day on the roads with #uber - which included a individual who informed me that a local pharmacy gives #CovidVaccine that are left over. I got my first #modernavaccine,"Texas, USA"
16-03-2021,#modernavaccine minor body aches and pains have started. #CovidVaccine taken some ibuprofen,"Texas, USA"
