date,text,location,month,formatted_text,polarity,Subjectivity,Sentiment,Emotion
21-03-2021,"My arm’s sore, but my wife wakes up and chooses violence. #CovidVaccine https://t.co/Mr1HFQUyeY","Texas, USA",3,arms sore wife wakes chooses violence covidvaccine,0.0,0.0,Neutral,anger
20-03-2021,"Yes!  Mask up people!  Got my first shot today at the @XFINITYTheatre in Hartford, made me miss live music!  #WearAMask #CovidVaccine #HHCCrushingthevirus https://t.co/8LDGiPNTbv","Connecticut, USA",3,mask people first shot today hartford made miss live music wearamask covidvaccine hhccrushingthevirus,0.1931818181818181,0.4166666666666666,Positive,sadness
20-03-2021,"After multiple refreshin’ and checkin’, I secured for my husband two doses.  Now that’s love. #CovidVaccine @kroger","Ohio, USA",3,multiple refreshin checkin secured husband doses thats love covidvaccine,0.25,0.3,Positive,positive
20-03-2021,"#Thankyou to @GovNedLamont @CTDPH @HartfordHealthC 
My age group was eligible yesterday for the COVID Vaccine.  I got an appointment and &lt;24 hours later, #CovidVaccine in the arm. This is how it should work.
@NBCConnecticut 
#GetVaccinated","Connecticut, USA",3,thankyou group eligible yesterday covid vaccine appointment lt24 hours later covidvaccine work getvaccinated,0.0,0.0,Neutral,positive
20-03-2021,"Just booked my vaccine appointment! Check every day in the morning when new openings are posted based on supply. Thank you Walgreens, science, our pharmaceutical researchers and state and federal government. #covidvaccine https://t.co/Hy3UZT02yo","Connecticut, USA",3,booked vaccine appointment check every morning openings posted based supply thank walgreens science pharmaceutical researchers state federal government covidvaccine,0.0,0.0,Neutral,positive
20-03-2021,"We both had mild #covidvaccine side effects - sore arms, fatigue, and I had some stomach muscle cramping that I’m not sure was related but definitely not the norm for me. All I all, nothing debilitating. I’d be willing to tolerate far worse.","West Virginia, USA",3,mild covidvaccine side effects sore arms fatigue stomach muscle cramping sure related definitely norm nothing debilitating willing tolerate worse,0.1138888888888888,0.6064814814814815,Positive,negative
20-03-2021,Since I got my first #PfizerCovidVaccine shot there’s a weird buzzing sound in my ears and a black helicopter keeps popping up when I drive somewhere. #vaccinated #CovidVaccine #COVID19,"Virginia, USA",3,since first pfizercovidvaccine shot theres weird buzzing sound ears black helicopter keeps popping drive somewhere vaccinated covidvaccine covid19,-0.0041666666666666,0.5416666666666667,Negative,negative
20-03-2021,"April 5th.. I'm back to what I love! I miss you people,  the team and helping young people plan their futures
#covidsucks 
#CovidVaccine 
#educator https://t.co/ysmkoplZjE","Pennsylvania, USA",3,april back love miss people team helping young people plan futures covidsucks covidvaccine educator,0.1999999999999999,0.3333333333333333,Positive,positive
20-03-2021,@OleMiss now offering vaccines to ALL STUDENTS. #COVID19 #CovidVaccine https://t.co/W3d24zQOAR,"Mississippi, USA",3,offering vaccines students covid19 covidvaccine,0.0,0.0,Neutral,trust
19-03-2021,"@drpatesblog a healthcare worker told me today that she is not going to get vaccinated for COVID because of “allergies“. Is that a legitimate concern with these vaccines, as it is with some others (that use egg protein, etc.)? #CovidVaccine","Idaho, USA",3,healthcare worker told today going vaccinated covid allergies legitimate concern vaccines others protein covidvaccine,0.0,0.0,Neutral,No emotion
19-03-2021,Shot #2 #CovidVaccine https://t.co/KZdbWE0Ec8,"Virginia, USA",3,shot covidvaccine,0.0,0.0,Neutral,No emotion
19-03-2021,.#CovidVaccine clinic underway in St. George. It aims to help rural communities in #Lowcountry @myfhc My Family Health Center working w/@SCNationalGuard to control orderly crowd. Event goes till 4. @ABCNews4 #chs #chsnews #COVID19 https://t.co/EfsyysCwny,"South Carolina, USA",3,covidvaccine clinic underway george aims help rural communities lowcountry family health center working control orderly crowd event goes till chsnews covid19,-0.05,0.05,Negative,positive
19-03-2021,"Edwards Waters College is headquarters for statewide taak force. Pastors will canvas in neighborhoods of color encouraging getting the #CovidVaccine. They also want to ""dispell myths."" @FCN2go https://t.co/MkrfSJrIjV","Florida, USA",3,edwards waters college headquarters statewide taak force pastors canvas neighborhoods color encouraging getting covidvaccine also want dispell myths,0.0,0.0,Neutral,fear
19-03-2021,So excited! I get my first dose of the Pfizer vaccine tomorrow!!!!! Never been so excited to get a shot!#CovidVaccine #TakeYourShot,"North Carolina, USA",3,excited first dose pfizer vaccine tomorrow never excited shotcovidvaccine takeyourshot,0.1458333333333333,0.611111111111111,Positive,surprise
19-03-2021,@Disney_Matters @Disneyland So you can park hop but you don’t get to attend if you’re from out of state. Hmmmm. #Disneyland #ParkHopping #DisneyParks #California #BREAKING #Florida #WaltDisneyWorld #Anaheim #COVID19 #SocialDistancing #CovidVaccine #unfair https://t.co/6tZaBqN9xH,"Texas, USA",3,park dont attend youre state hmmmm disneyland parkhopping disneyparks california breaking florida waltdisneyworld anaheim covid19 socialdistancing covidvaccine unfair,-0.5,1.0,Negative,anger
19-03-2021,"@lotsofuss @MsDixieDiva8253 Did you get the microchip that Bill Gates put in it to track you? I got both Pfizer doses over a month ago and I'm not sure I got the chip...
#CovidVaccine 💉
#MaskUp 😷","Florida, USA",3,microchip bill gates track pfizer doses month sure chip covidvaccine maskup,0.5,0.8888888888888888,Positive,anticipation
19-03-2021,Check out my video! #TikTok https://t.co/LVr60KnFWe  #CovidVaccine #getmylifeback #vaccines #lifestyleblogger,"Colorado, USA",3,check video tiktok covidvaccine getmylifeback vaccines lifestyleblogger,0.0,0.0,Neutral,No emotion
19-03-2021,"@tomselliott @RandPaul Rand Paul is a lousy Senator and a lousy eye doctor who knows nothing about infectious diseases.  MASKS ARE NOT THEATER! Over 65 and infected once, CAN get reinfected again. END OF STORY...WEAR A MASK! #GOPHypocrisy #CovidVaccine #FoxNews #CNN https://t.co/ZVGmrQG0dV","Oregon, USA",3,rand paul lousy senator lousy doctor knows nothing infectious diseases masks theater infected reinfected storywear mask gophypocrisy covidvaccine foxnews,-0.5,0.5,Negative,fear
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest  #no_farmer_no_food #no_farmer_no_food #StopAsianHate #StopAsianHate    #BankStrike #BankStrike #IStandWithFarmers #INDvsENG_2021 #NoVoteToBJP #CovidVaccine #HealthyFood #HousingForAll #Stimuluscheck #unemploymentbenefits #ALM #ALM https://t.co/7ivHlyEG3t,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest nofarmernofood nofarmernofood stopasianhate stopasianhate bankstrike bankstrike istandwithfarmers indvseng2021 novotetobjp covidvaccine healthyfood housingforall stimuluscheck unemploymentbenefits,0.0,0.0,Neutral,No emotion
19-03-2021,"@RandPaul Wow, you ARE SO smart or maybe not so?  What board did you pass to become an optomalogist?  A board YOU created because you couldn't pass the normal one? 🤣 And you question a true scientist? Wow ! #GOPHypocrisy #CovidVaccine #CNN #FoxNews https://t.co/zCbTgHib1L","Oregon, USA",3,smart maybe board pass become optomalogist board created couldnt pass normal question true scientist gophypocrisy covidvaccine foxnews,0.238095238095238,0.6476190476190475,Positive,positive
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #300DeathsAtProtest #BankStrike #BankStrike #BankStrike #StopAsianHate #StopAsianHate    #MeToo #MeToo    #mentalhealth #mentalhealth #education #NoVoteToBJP #NoVoteToBJP #no_farmer_no_food #no_farmer_no_food #CovidVaccine #COVID19 https://t.co/yUzeRZKUMZ,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest 300deathsatprotest bankstrike bankstrike bankstrike stopasianhate stopasianhate metoo metoo mentalhealth mentalhealth education novotetobjp novotetobjp nofarmernofood nofarmernofood covidvaccine covid19,0.0,0.0,Neutral,No emotion
19-03-2021,"@Jones25Frank @lindarchilders I've had both doses of Pfizer, the 2nd one over a month ago, and zero reaction other than a sore arm at the injection site for half a day or so. I still mask 😷 up whenever I go out, and will continue until President Biden and Dr. Fauci say I can stop. 
#CovidVaccine💉 
#MaskUp😷","Florida, USA",3,doses pfizer month zero reaction sore injection site half still mask whenever continue president biden fauci stop covidvaccine maskup,-0.1666666666666666,0.1666666666666666,Negative,fear
19-03-2021,"Shout out to @bswhealth hospital in Marble Falls. Yall were AWESOME with the #CovidVaccine today. The staff there was so amazing and sweet and totally made me, a person so scared of shots, completely at ease. Thank you for getting us all through these difficult times.","Texas, USA",3,shout hospital marble falls yall awesome covidvaccine today staff amazing sweet totally made person scared shots completely ease thank getting difficult times,0.2583333333333333,0.7833333333333332,Positive,positive
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #300DeathsAtProtest #StopAsianHate #StopAsianHate    #JUSTICE #JUSTICE #education #education #IStandWithFarmers #IStandWithFarmers #NoVoteToBJP #NoVoteToBJP #MentalHealthMatters #BankStrike #BankStrike #CovidVaccine #CovidVaccine #ALM https://t.co/NqBks4oI9h,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest 300deathsatprotest stopasianhate stopasianhate justice justice education education istandwithfarmers istandwithfarmers novotetobjp novotetobjp mentalhealthmatters bankstrike bankstrike covidvaccine covidvaccine,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #NoVoteToBJP #NoVoteToBJP #CovidVaccine #CovidVaccine #IStandWithFarmers #IStandWithFarmers #BankStrike #BankStrike #HousingForAll #HousingForAll #mentalhealth #education #education #StopAsianHate #StopAsianHate #FarmersProtest #JUSTICE https://t.co/3IWo61CBSh,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest novotetobjp novotetobjp covidvaccine covidvaccine istandwithfarmers istandwithfarmers bankstrike bankstrike housingforall housingforall mentalhealth education education stopasianhate stopasianhate farmersprotest justice,0.0,0.0,Neutral,No emotion
19-03-2021,"@RandPaul You Are Rude, Belligerent and an Idiot! Dr Fauci is far more respected than you will ever be ! #GOPHypocrisy #CovidVaccine @SenateGOP #CNN #GOP https://t.co/nih9FTTnRi","Oregon, USA",3,rude belligerent idiot fauci respected ever gophypocrisy covidvaccine,-0.55,0.7,Negative,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #StopAsianHate #BankStrike #HousingForAll #unemployment #Health #MeToo #MentalHealthMatters #no_farmer_no_food #no_job_no_vote #NoVoteToBJP #Stimuluscheck #education #IStandWithFarmers #FarmersProtest #Health #FarmersProtest #CovidVaccine https://t.co/iZ8QzYeaxO,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest stopasianhate bankstrike housingforall unemployment health metoo mentalhealthmatters nofarmernofood nojobnovote novotetobjp stimuluscheck education istandwithfarmers farmersprotest health farmersprotest covidvaccine,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #NoVoteToBJP #BankStrike #mentalhealth #no_farmer_no_food #no_farmer_no_food #no_job_no_vote #education #CovidVaccine #VoteThemOut #StopAsianHate #unemployment #StimulusCheckDisaster #HousingForAll #mentalhealth #MeToo #JUSTICE #IStandWithFarmers #INDvsENG https://t.co/qozcCca4gl,"Wisconsin, USA",3,300deathsatprotest novotetobjp bankstrike mentalhealth nofarmernofood nofarmernofood nojobnovote education covidvaccine votethemout stopasianhate unemployment stimuluscheckdisaster housingforall mentalhealth metoo justice istandwithfarmers indvseng,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest  #no_farmer_no_food #no_job_no_vote #no_job_no_vote #CovidVaccine #StopAsianHate #NoVoteToBJP #FarmersProtest #unemployment #healthcare #StimulusCheckDisaster #HousingForAll #mentalhealth #StopAsianHate #JUSTICE #unconditionallove #ALM https://t.co/rLHwzZX5m3,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest nofarmernofood nojobnovote nojobnovote covidvaccine stopasianhate novotetobjp farmersprotest unemployment healthcare stimuluscheckdisaster housingforall mentalhealth stopasianhate justice unconditionallove,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #NoVoteToBJP #NoVoteToBJP #BankStrike #BankStrike #no_farmer_no_food #no_farmer_no_food #healthcare #mentalhealth #HousingForAll #unemployment #StimulusCheckDisaster #MeToo #StopAsianHate #JUSTICE #no_job_no_vote #CovidVaccine #ALM #ALM https://t.co/gECFptJgvh,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest novotetobjp novotetobjp bankstrike bankstrike nofarmernofood nofarmernofood healthcare mentalhealth housingforall unemployment stimuluscheckdisaster metoo stopasianhate justice nojobnovote covidvaccine,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #300DeathsAtProtest #BankStrike #BankStrike #BankStrike #NoVoteToBJP #NoVoteToBJP #NoVoteToBJP #CovidVaccine #CovidVaccine #CovidVaccine #mentalhealth #mentalhealth #StopAsianHate #StopAsianHate #JUSTICE #JUSTICE #JUSTICE #VoteThemOut #ALM https://t.co/XkwALRsbNC,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest 300deathsatprotest bankstrike bankstrike bankstrike novotetobjp novotetobjp novotetobjp covidvaccine covidvaccine covidvaccine mentalhealth mentalhealth stopasianhate stopasianhate justice justice justice votethemout,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #300DeathsAtProtest #NearAndDear #NearAndDear  #mentalhealth #mentalhealth   #CovidVaccine #CovidVaccine #VoteThemOut #VoteThemOut #StopAsianHate #StopAsianHate #Truma #Truma #Truma #ALM #BankStrike #no_farmer_no_food #NoVoteToBJP #MeToo https://t.co/K4YGMimKKk,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest 300deathsatprotest nearanddear nearanddear mentalhealth mentalhealth covidvaccine covidvaccine votethemout votethemout stopasianhate stopasianhate truma truma truma bankstrike nofarmernofood novotetobjp metoo,0.0,0.0,Neutral,No emotion
19-03-2021,#300DeathsAtProtest #300DeathsAtProtest #300DeathsAtProtest #StopAsianHate #StopAsianHate    #StopAsianHate    #JUSTICE #JUSTICE #JUSTICE #no_farmer_no_food #no_farmer_no_food #no_farmer_no_food #CovidVaccine #CovidVaccine #CovidVaccine #mentalhealth #mentalhealth #love https://t.co/c9BqyLwtxg,"Wisconsin, USA",3,300deathsatprotest 300deathsatprotest 300deathsatprotest stopasianhate stopasianhate stopasianhate justice justice justice nofarmernofood nofarmernofood nofarmernofood covidvaccine covidvaccine covidvaccine mentalhealth mentalhealth love,0.5,0.6,Positive,positive
19-03-2021,#StopAsianHate #StopAsianHate    #StopAsianHate    #BankStrike #BankStrike #BankStrike #JUSTICE #JUSTICE #JUSTICE #no_farmer_no_food #no_farmer_no_food #no_farmer_no_food #CovidVaccine #CovidVaccine #CovidVaccine #mentalhealth #mentalhealth #mentalhealth #unconditionallove https://t.co/TanYpx4LrM,"Wisconsin, USA",3,stopasianhate stopasianhate stopasianhate bankstrike bankstrike bankstrike justice justice justice nofarmernofood nofarmernofood nofarmernofood covidvaccine covidvaccine covidvaccine mentalhealth mentalhealth mentalhealth unconditionallove,0.0,0.0,Neutral,No emotion
19-03-2021,#no_farmer_no_food #no_farmer_no_food #no_farmer_no_food #no_farmer_no_food #StopAsianHate #StopAsianHate    #StopAsianHate    #CovidVaccine #CovidVaccine #CovidVaccine #ALM #ALM #ALM #Bankers_On_Strike #Bankers_On_Strike #Bankers_On_Strike #MeToo #MeToo    #MeToo https://t.co/H773UTWuJP,"Wisconsin, USA",3,nofarmernofood nofarmernofood nofarmernofood nofarmernofood stopasianhate stopasianhate stopasianhate covidvaccine covidvaccine covidvaccine bankersonstrike bankersonstrike bankersonstrike metoo metoo metoo,0.0,0.0,Neutral,No emotion
18-03-2021,"El Gobernador de Nueva York, Andrew Cuomo, recibió la vacuna contra el Covid-19 el pasado 17 de marzo. Aseguró que la vacuna y la protección es la única vía existente para acabar con la pandemia. #insightthecity #NewYorkCity #CovidVaccine 💛 https://t.co/6tsiKliNWT","Pennsylvania, USA",3,gobernador nueva york andrew cuomo recibi vacuna contra covid19 pasado marzo asegur vacuna proteccin nica existente para acabar pandemia insightthecity newyorkcity covidvaccine,0.0,0.0,Neutral,No emotion
18-03-2021,If you have been fully vacinated. Do you 🤔 you still need to wear a mask? If yes why? #Masks  #VacinaParaTodos #COVID19 #CovidVaccine #vaccine #Mask #vaccinated,"Florida, USA",3,fully vacinated still need wear mask masks vacinaparatodos covid19 covidvaccine vaccine mask vaccinated,0.0,0.0,Neutral,trust
18-03-2021,"@VP Too many recipients of the #CovidVaccine think there free now. I live in a retirement community and they come into my shop without a mask touting they had their shots, I HAVEN'T and I'm 55 with a husband who's 55 with medical issues while I'm an essential worker. #toosoon","South Carolina, USA",3,many recipients covidvaccine think free live retirement community come shop without mask touting shots havent husband whos medical issues essential worker toosoon,0.2072727272727272,0.42,Positive,positive
18-03-2021,"It's really disheartening to hear so many in my community who were old enough to get the #CovidVaccine got it and now don't wear masks. My client came in today without a mask claiming ""sorry I don't have my mask , I did have my shots!"" #toosoon Still waiting for mine. #COVIDIOT https://t.co/QWHy8KCP09","South Carolina, USA",3,really disheartening hear many community enough covidvaccine dont wear masks client came today without mask claiming sorry dont mask shots toosoon still waiting mine covidiot,0.0499999999999999,0.55,Positive,negative
18-03-2021,@PWFANATIC27 Not yet. This is for  🍊Co  area only to start. Hopefully #TheGovernor will open up everything soon in #Florida. #CovidVaccine,"Florida, USA",3,area start hopefully thegovernor open everything soon florida covidvaccine,0.0,0.5,Neutral,anticipation
18-03-2021,"Wondering whether you should get the #CovidVaccine? 95% of doctors have, or will, get it. 
Yes, the people we trust with our lives are all getting it. 
Do what the smart people do.","Florida, USA",3,wondering whether covidvaccine doctors people trust lives getting smart people,0.2142857142857142,0.6428571428571429,Positive,trust
18-03-2021,"🚨🚨With The OrangeCo #MayorDemings saying anyone 40 an over can get a 💉 stating on Monday. This will be music to #WWE 👂🏻. In #Florida more is opening up, an this will allow #WWENXT soon to allow fans into the building. Huge news! #wwenxt #Florida #OrangeCo #WWE #CovidVaccine","Florida, USA",3,orangeco mayordemings saying anyone stating monday music florida opening allow wwenxt soon allow fans building huge news wwenxt florida orangeco covidvaccine,0.4000000000000001,0.9,Positive,positive
18-03-2021,"Dose 1/2 💉🎉
#CovidVaccine slots are now open to all Mississippians! https://t.co/rf1FvnAazf","Mississippi, USA",3,dose covidvaccine slots open mississippians,0.0,0.5,Neutral,No emotion
18-03-2021,"So in the history of man what vacinne given doesn’t prevent you from getting the disease or protects in transmission.  #CovidVaccine @DrFaucis1 wear 2 mask, 3 mask, #bodycondom anyone? @TheFive @greggutfeld @RandPaul","Arizona, USA",3,history vacinne given doesnt prevent getting disease protects transmission covidvaccine wear mask mask bodycondom anyone,0.0,0.0,Neutral,fear
18-03-2021,"There are no words to adequately explain the relief, joy, and hope I felt in my ❤ today as I received my 2nd dose 💉 Thank you scientists for your dedication to the health and safety of the public. I can't wait to see my parents again! #science #CovidVaccine #hope #messybun https://t.co/0hXD5KKoCz","Georgia, USA",3,words adequately explain relief hope felt today received dose thank scientists dedication health safety public cant wait parents science covidvaccine hope messybun,0.1666666666666666,0.1999999999999999,Positive,positive
18-03-2021,"Finally got appointments to get the #CovidVaccine.  Not looking forward to any temporary side effects, but I'll be glad to have it done. #GetVaccinated https://t.co/owPcaxeMBV","Oklahoma, USA",3,finally appointments covidvaccine looking forward temporary side effects glad done getvaccinated,0.25,1.0,Positive,positive
18-03-2021,"Last year at this time: state was shut down, and my job was closed for 3 months. And today...

#COVIDVaccine #SuckItCOVID https://t.co/Biatds7JVw","Pennsylvania, USA",3,last year time state shut closed months today covidvaccine suckitcovid,-0.05,0.0833333333333333,Negative,positive
18-03-2021,@MeghanANjax The easiest thing I’ve done. #Regency #CovidVaccine https://t.co/goLVwbshBX,"Florida, USA",3,easiest thing done regency covidvaccine,0.0,0.0,Neutral,No emotion
18-03-2021,"My partner, a gvt worker, gets 2nd dose #CovidVaccine today. 
I’m thrilled + relieved for him, our family &amp; community.
But I am also angry &amp; disappointed that as a student-facing #HigherEd faculty, I’m not yet eligible here. Feeling like the last anatomist to get vaccinated 🥺","Colorado, USA",3,partner worker gets dose covidvaccine today thrilled relieved family community also angry disappointed studentfacing highered faculty eligible feeling like last anatomist vaccinated,-0.1625,0.6291666666666668,Negative,positive
18-03-2021,"At 15% capacity and California residents ONLY, plus full Covid restrictions. Guess some people like to waste money. I am going to wait until they fully open. Same price less magic? No thank you. #Disneyland #COVID #CovidVaccine #reopening #April #waiting4disney #sadface https://t.co/ujiU4ndtZK","Texas, USA",3,capacity california residents plus full covid restrictions guess people like waste money going wait fully open price less magic thank disneyland covid covidvaccine reopening april waiting4disney sadface,0.0966666666666666,0.4233333333333333,Positive,positive
18-03-2021,I hate this. I had to move to Texas because California is ridiculous to live in. I am a Legacy pass holder for Disneyland and I can’t go there?! 🤬 #Disneyland #COVID19 #CovidVaccine #EnoughIsEnough #overayearclosed #heartbroken #angry https://t.co/qJZaUsImKj,"Texas, USA",3,hate move texas california ridiculous live legacy pass holder disneyland cant disneyland covid19 covidvaccine enoughisenough overayearclosed heartbroken angry,-0.3742424242424242,0.85,Negative,anger
18-03-2021,"#NoVoteToBJP
#NoVoteToBJP
#NoVoteToBJP
#FarmersProtest
#FarmersProtest
#FarmersProtest
#CovidVaccine
#CovidVaccine
#VoteThemAllOut
#VoteThemAllOut
#mentalhealth
#mentalhealth
#mentalhealth
#asianhatecrimes
#MeToo
#FreedomToProtest
#FreedomToProtest
#ALM

https://t.co/GMeZD0Jc7M","Wisconsin, USA",3,novotetobjp novotetobjp novotetobjp farmersprotest farmersprotest farmersprotest covidvaccine covidvaccine votethemallout votethemallout mentalhealth mentalhealth mentalhealth asianhatecrimes metoo freedomtoprotest freedomtoprotest,0.0,0.0,Neutral,No emotion
18-03-2021,"#COVID19
#CovidVaccine
#CovidVaccine
#CovidVaccine
#mentalhealth
#mentalhealth
#MentalHealthMatters
#FreedomToProtest
#no_farmer_no_food
#no_farmer_no_food
#FarmersCallBJPboycott
#IStandWithFarmers
#VoteThemAllOut
#VoteThemAllOut
#VoteThemAllOut
#ALM

https://t.co/TXBwRU8h8U","Wisconsin, USA",3,covid19 covidvaccine covidvaccine covidvaccine mentalhealth mentalhealth mentalhealthmatters freedomtoprotest nofarmernofood nofarmernofood farmerscallbjpboycott istandwithfarmers votethemallout votethemallout votethemallout,0.0,0.0,Neutral,No emotion
18-03-2021,#CovidVaccine #CovidVaccine #CovidVaccine #CovidVaccine #FarmersProtest #FarmersProtest #FarmersProtest #FarmersProtest #healthcare #healthcare #healthcare #healthcare #VoteThemAllOut #VoteThemAllOut #VoteThemAllOut #VoteThemAllOut #AsianLivesMatter #AsianLivesMatter #ALM #ALM https://t.co/Rbwttr5yjD,"Wisconsin, USA",3,covidvaccine covidvaccine covidvaccine covidvaccine farmersprotest farmersprotest farmersprotest farmersprotest healthcare healthcare healthcare healthcare votethemallout votethemallout votethemallout votethemallout asianlivesmatter asianlivesmatter,0.0,0.0,Neutral,No emotion
18-03-2021,"#no_farmer_no_food
#no_farmer_no_food
#no_farmer_no_food
#no_farmer_no_food
#NoVoteToBJP
#NoVoteToBJP
#CovidVaccine
#VoteThemAllOut
#ALM
#MeToo
#mentalhealth
#mentalhealth
#StrayKids
#CovidVaccine
https://t.co/8vxw9YixOV","Wisconsin, USA",3,nofarmernofood nofarmernofood nofarmernofood nofarmernofood novotetobjp novotetobjp covidvaccine votethemallout metoo mentalhealth mentalhealth straykids covidvaccine,0.0,0.0,Neutral,No emotion
18-03-2021,"#NoVoteToBJP
#StrayKids
#StopAAPIHate
#StimulusChecksNOW
#no_farmer_no_food
#CovidVaccine
#VoteThemAllOut
#AmericanFarmersUnited
#IStandWithFarmers
#ALM
#MeToo
#MeToo
https://t.co/cWARnb6qXs","Wisconsin, USA",3,novotetobjp straykids stopaapihate stimuluschecksnow nofarmernofood covidvaccine votethemallout americanfarmersunited istandwithfarmers metoo metoo,0.0,0.0,Neutral,No emotion
18-03-2021,"#no_farmer_no_food
#no_farmer_no_food
#no_farmer_no_food
#CovidVaccine
#StopAAPIHate
#StopAsianHate
https://t.co/mhf88BBWBG","Wisconsin, USA",3,nofarmernofood nofarmernofood nofarmernofood covidvaccine stopaapihate stopasianhate,0.0,0.0,Neutral,No emotion
18-03-2021,"#StopAsianHate
#StopAsianHate
#StopAsianHate
#StopAsianHate
#CovidVaccine
#CovidVaccine
#CovidVaccine
https://t.co/mq5NqnevMn","Wisconsin, USA",3,stopasianhate stopasianhate stopasianhate stopasianhate covidvaccine covidvaccine covidvaccine,0.0,0.0,Neutral,No emotion
18-03-2021,"@RNCINDIA @Priya74663767 Here we go! Are we back here. U really think you have the right to JUDGE? Why judge me? When people are rapping babies, stealing organs, sex trafficking, mass killings of unarmed blacks. No food, housing, job, and healthcare.

#StopAAPIHate #no_farmer_no_food #CovidVaccine #ALM","Wisconsin, USA",3,back really think right judge judge people rapping babies stealing organs trafficking mass killings unarmed blacks food housing healthcare stopaapihate nofarmernofood covidvaccine,0.1619047619047619,0.2452380952380952,Positive,positive
18-03-2021,The only ☘️ St Paddies shot I had today was the Moderna! And that’s ok! #CovidVaccine #WearAMask #GetVaccinated 🙏🏻,"California, USA",3,paddies shot today moderna thats covidvaccine wearamask getvaccinated,0.0,0.0,Neutral,fear
18-03-2021,"In other personal news:

Got my first #CovidVaccine today. Thank you, Hancock County. 

Grateful for the opportunity, but boy, my arm is sore and I'm absolutely wiped out. https://t.co/ONWVbtCcTo","Iowa, USA",3,personal news first covidvaccine today thank hancock county grateful opportunity sore absolutely wiped,0.15,0.5111111111111111,Positive,negative
17-03-2021,"My mom got her second #COVID19 vaccine today! I'm looking forward to showing her around Florida next month.
#CovidVaccine #Covid_19","Florida, USA",3,second covid19 vaccine today looking forward showing around florida next month covidvaccine covid19,0.0,0.0,Neutral,positive
17-03-2021,"Today was vaccine day in @RegionSixteen! I’m so grateful to EVERYONE who made it possible—from the scientists to the school nurses to @GovNedLamont to the @ceanews. We had a big bird and a bagpiper, too! A lucky day indeed. 🦅🍀💉🖤💛 #CovidVaccine #StrongerTogether #HawkPride https://t.co/iGIWl19aYh","Connecticut, USA",3,today vaccine grateful everyone made possiblefrom scientists school nurses bird bagpiper lucky indeed covidvaccine strongertogether hawkpride,0.3333333333333333,0.8333333333333334,Positive,positive
17-03-2021,"Out of 1,100 available appointments, only 238 shots were administered at the mass vaccination site today. @WJCLNews #CovidVaccine","Georgia, USA",3,1100 available appointments shots administered mass vaccination site today covidvaccine,0.4,0.4,Positive,No emotion
17-03-2021,April 19 is going to be a great day here in wonderful #Massachusetts #CovidVaccine,"Massachusetts, USA",3,april going great wonderful massachusetts covidvaccine,0.9,0.875,Positive,trust
17-03-2021,I did it!! I got my #FirstDose of #CovidVaccine today!! #Vaccine #Vaccinated https://t.co/Lat4VIW9e0,"Arkansas, USA",3,firstdose covidvaccine today vaccine vaccinated,0.0,0.0,Neutral,No emotion
17-03-2021,https://t.co/5NWxQaTs3Q Oklahomans! Register here for the vaccine. #chickasawnation #COVID19 #CovidVaccine,"Oklahoma, USA",3,oklahomans register vaccine chickasawnation covid19 covidvaccine,0.0,0.0,Neutral,positive
17-03-2021,"Getting my COVID shot...

Vaccinator: Wow, you have thick skin!

Me, in my head: I’m a writer🙄

Me, out loud: Did it all get in there though?!

#CovidVaccine #Writer #Science","Virginia, USA",3,getting covid shot vaccinator thick skin head writer loud though covidvaccine writer science,-0.1,0.6375,Negative,fear
17-03-2021,"😂🤣

#CovidPets #CovidVaccine https://t.co/nV8Rn3mvNk","Iowa, USA",3,covidpets covidvaccine,0.0,0.0,Neutral,No emotion
17-03-2021,"@COSAGOV just wanna throw out there as a person WITH anxiety, a covid-19 vaccination waitlist would make me LESS anxious because I know I've already done my part instead of freaking out about missing my time and rushing when it comes up. #anxiety #CovidVaccine","Texas, USA",3,wanna throw person anxiety covid19 vaccination waitlist would make less anxious know already done part instead freaking missing time rushing comes anxiety covidvaccine,-0.2055555555555555,0.3722222222222222,Negative,fear
