created_at,text,full_name
13-05-2021,Patients can now receive the Moderna Vaccine at the AHF Midtown Healthcare Center.  Limited supply available each Wednesday. Appointment required. Call 470-283-7349 ext. 1729 to schedule an appointment. #vaccinateourworld #covidvacccine #moderna #AIDATL https://t.co/Op2cPYqXE3,"Georgia, USA"
11-05-2021,"Okay, I just stood up after sitting down for 45 minutes for an interview, and I can barely move. It's hilarious. #Moderna","Vermont, USA"
08-05-2021,"Vaccines are available at the doctor’s office and many pharmacies, and is free. Make your appointment by phone, call the Hartford HealthCare Access Center at 860-827-7690 or toll-free at 833-943-5721
#crushcovid #ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #moderna #positivelymeriden #chairmancastro","Connecticut, USA"
08-05-2021,"Received today my second #Moderna administered by #HartfordhealthCare medical professionals. I am fully vaccinated, to protect  my family, my friends and my community. Getting vaccinated is easy. https://t.co/EzNH7LlJwT","Connecticut, USA"
06-05-2021,"#Covid19 #Moderna #vaccinationdone✔️ @ Woodland, Alabama https://t.co/6hxDRx9qkO","Alabama, USA"
06-05-2021,"@funder 🎶 I'm Moderna girl, in a Covid world, I got vaccine, I feel like a queen 👑🎶 #Moderna #fullyvaxxed #VaxWars @StephMillerShow https://t.co/uC74eft2hz","Florida, USA"
06-05-2021,"Got my second dose of Moderna yesterday, all is well here!! No side effects!! 🥳🥳 #Moderna #CovidVaccine https://t.co/gO1ZSq9RPN","Florida, USA"
05-05-2021,Drinking @pedialyte on #CincodeMayo2021 this year after shots…this year’s shot was #Moderna! #FauciOuchie #ThanksDollyParton,"California, USA"
05-05-2021,"Une belle preuve que l’intérêt de Wall St. n’est pas du tout celui de Main Street et du plus grand nombre. Chute phénoménale des actions #Pfizer, #Biontech, #Moderna etc.. après l’annonce du Gouvernement US de supprimer la protection des brevets sur les vaccins contre le #Covid https://t.co/g97TAk3Lcl","New York, USA"
04-05-2021,"So I had about 6 or 7 hours of side effects from my second dose. The basic chills and then sweated it out. Now I am fine except for my arm still hurts, yet that was expected just like first dose. #Moderna","Mississippi, USA"
04-05-2021,Second #Moderna shot just now.  Whether or not I turn into a super soldier or Drew Barrymore in Firestarter remains to be seen.,"California, USA"
04-05-2021,"#Vaccine update ... a few hours after 2nd #Moderna 💉 my upper arm started hurting a bit. 
I woke up about 2:45 AM &amp; my upper arm feels like someone hit me with a fast pitch!
Still happy, though, to have gotten both doses.
#VaccinesWork","Georgia, USA"
03-05-2021,"As of today, my daughter and I are fully vaccinated.  #CVS  #Moderna #GetVaccinatedASAP #SanAntonioTX #ReadyForConcerts #ReadyForTrips #HangingOutWithFriends 💉👏🏼👏🏼👏🏼♥️ https://t.co/I4nHQRSzzz","Texas, USA"
03-05-2021,"@MollyJongFast I got my #SecondVaccine today!
Four weeks ago it was packed, but today it took me about 5 minutes to sign in &amp; get my #Moderna 💉!
#Dogs are hanging with dad at work on this 🌧 day!
#COVID19 #dogsoftwitter #vaccinated #MondayMotivaton https://t.co/3GfkJp28rs","Georgia, USA"
03-05-2021,"@labyrinthweaver Today is my last dose of #Moderna, people need to realize that it’s for everyone’s protection. #GetVaccinatedASAP","Texas, USA"
03-05-2021,"#secondshot #moderna #covid_19 @ Albany, New York https://t.co/rWTVnE2HpY","New York, USA"
03-05-2021,"I got my #SecondVaccine today!
Four weeks ago it was packed, but today it took me about 5 minutes to sign in &amp; get my #Moderna 💉!
#Dogs are hanging with dad at work on this 🌧 day!
#COVID19 #dogsoftwitter #vaccinated #MondayMotivaton https://t.co/1TET7Lvynj","Georgia, USA"
03-05-2021,"@MingGao26 The 19th is our second #Moderna shot, I’ll be dressing up for that one too! https://t.co/7UpQXaPYdj","Maine, USA"
02-05-2021,"It’s currently 10:30am on May 2nd. I am officially two weeks out from my second dose of Moderna and now fully vaccinated! Thank you science, medical professionals and front line workers! #COVID19 #Moderna","Connecticut, USA"
01-05-2021,"Go get the vaccine. I’m beyond happy, grateful and privileged to get it when so many others can’t. Thanks @dollyparton! 

#covid #vaccine #moderna #dollyparton @ Idyllwild, California https://t.co/rJEMr4SMsO","California, USA"
01-05-2021,"Shot number two down!! One step closer to normal life again. Get your damn shots people!!!!!
#vaccinated #Moderna","New York, USA"
30-04-2021,"Got my first #Moderna vaccine today!
#COVIDVaccination https://t.co/2ClVgbu3DD","Texas, USA"
30-04-2021,"Moderna dose #2!!! 
New York I'm coming for you sooooooon🥰🥰🥰
#modernagirl #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs #moderna #getvaccienated https://t.co/nYRPBuGsVV","California, USA"
30-04-2021,Woke up at 3am drenched in sweat with a fever of 100.7. It has begun. #Moderna https://t.co/79WgWAm6Wx,"Maryland, USA"
29-04-2021,"Second jab done this morning. Didn’t have any side effects with the first one. I hope it’s the same for this round. 
Is anyone else picking up signals from the Alpha Quadrant? #COVIDVaccination #Moderna","California, USA"
29-04-2021,"2nd vaccine dose yesterday- having a hard time with this one. Splitting headache, fever 🤒 above 102, intense pain @ injection site and wicked all-over body aches. Ugggggh make it stop! 27 hours + counting.. #Moderna #modernavaccine #COVID19 #COVIDVaccination #vaccine #Florida","Florida, USA"
29-04-2021,Happy Thursday!  @myglendale #caligirl #california #rescuepets #ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #moderna #doingmypart @ Verdugo Woodlands https://t.co/yeN1MliYfy,"California, USA"
29-04-2021,"@LashayNichelle Yes, I did the first dose of the #Moderna yesterday.","Texas, USA"
29-04-2021,@StephMillerShow @RadioGuyChris @TheRealTBone only side effect from #shot2 of #Moderna so far is a sore arm.,"Iowa, USA"
29-04-2021,Had chills at 3 am 🥶... thank you #Moderna,"Pennsylvania, USA"
