created_at,text,full_name
12-03-2021,"Thanks Science!

#COVID19Vaccine
#Science
#COVID19 https://t.co/ik3ikOTZ7u","Florida, USA"
11-03-2021,A study by @MayoClinic researchers shows that people vaccinated with two doses of a messenger RNA #COVID19vaccine are up to 80% less likely to test positive for #COVID19 when asymptomatic and far less likely to spread COVID-19. https://t.co/Uh05HxLtPE,"Minnesota, USA"
11-03-2021,GOT MY #PFIZER BEEYOTCHEZ! #COVID19Vaccine #COVID19 https://t.co/PpOBc18wNt https://t.co/xTUaXPjVI9,"Iowa, USA"
10-03-2021,This is an awesome resource for local seniors! Spread the word 🗣 #COVID19Vaccine https://t.co/FGS3SZTRlT,"Florida, USA"
10-03-2021,"I’ve read that CDC should have “incentivized” the #COVID19Vaccine more in its latest guidance. For example, “Vaccinated persons no longer need to wear a mask in public.”

It’s too bad that “you won’t die” isn’t incentive enough.","Minnesota, USA"
09-03-2021,"In addition to #COVID19Vaccine @ @HealthyFla thru https://t.co/EKzNdrAKJZ, there are also 1st-come, 1st-served sites from @FLSERT and @fema this week, offering 100s of doses to those who qualify. For info, visit https://t.co/HMFY313mCZ","Florida, USA"
09-03-2021,"@maddow I even made an Italian website because of my vaccination because it was @COTA (a race track)

#COVID19Vaccine https://t.co/3VNvtlTY5j","Texas, USA"
08-03-2021,"My turn!
#NM #COVID19Vaccine https://t.co/cSxUfwBrDJ","New Mexico, USA"
06-03-2021,Love my community - and Pastor Hines. This message couldn’t be more clear. #TakeTheShot #COVID19Vaccine @AllegianceHlth https://t.co/5FckSrkrLp,"Michigan, USA"
05-03-2021,"#Oorah, everyone loves photos of our #Marines Here they are at #GlobeLife Field #COVID19Vaccine Center, #ArlingtonTX . The goal for vaccinations administered is 3,500 each day. Administered so far this week -  17,088. https://t.co/VwfD5ZZZVc","Texas, USA"
05-03-2021,First round of vaccine scheduled for the 11th!!! #CovidVaccine #COVID19Vaccine #vaccinated https://t.co/lrZsqc5h3F,"Iowa, USA"
04-03-2021,Thank You Jesus 🙌🏼 My parents got their #COVID19Vaccine today. I haven’t seen them in 9 months #Happiness https://t.co/eZXiJ1rk6p,"New York, USA"
04-03-2021,#COVID19Vaccine,"Mississippi, USA"
04-03-2021,I got my #COVID19Vaccine today. It wasn't bad. My arm is a little sore and I feel a little tired. Im good other than that but we will see how it goes. I will hopefully be fully protected from covid by my birthday 😃.,"North Carolina, USA"
03-03-2021,Shooting my shot 💉 #COVID19 #COVID19Vaccine https://t.co/X1a5Z6XXiV,"New Jersey, USA"
03-03-2021,#COVID19Vaccine updates ⬇️ https://t.co/VMJlFDBtyh,"Florida, USA"
03-03-2021,Signed up for a #COVID19Vaccine appointment for Friday but will be going to one of the walk up sites this afternoon to see if I can start the process.,"Florida, USA"
03-03-2021,The people bitching that Texans shouldn’t get the vaccine are the same people that insist on heavy government regulation &amp; over site of private business. Even though the vaccine they want for themselves was produced by scaling back govt regulations &amp; over site #COVID19Vaccine,"Florida, USA"
03-03-2021,Your a  #COVIDIOT if you have gotten the #COVID19Vaccine,"Maryland, USA"
03-03-2021,"Malinda and I just got our first vaccine dose! So very excited!
#COVID19Vaccine https://t.co/Ua2KDwK7zk","North Carolina, USA"
03-03-2021,Dolly Parton sings a Covid-themed country song before getting her vaccine #DollyParton #COVID19Vaccine https://t.co/qPY3N2Lvyl,"Georgia, USA"
02-03-2021,Miss Dolly has a special message AND a song. 👑 🎶 #COVID19Vaccine https://t.co/6HXebwXURx,"Kentucky, USA"
02-03-2021,"Wondering which #COVID19Vaccine is best? @statnews explains it all in this comparison of the @pfizer, @moderna_tx &amp; @JNJNews vaccines! Get the full details here: https://t.co/xtkvrfJP8Y","Florida, USA"
02-03-2021,How to spend $1 million to help more people know the importance of #COVID19Vaccine https://t.co/FEraDCf4B8,"Virginia, USA"
02-03-2021,"Posted at 8:45am. Spots usually fill up fast, take advantage of this opportunity if you can! 
https://t.co/dQ6JMR2leX 
#COVID19Vaccine https://t.co/DTD91hhy6C","Mississippi, USA"
02-03-2021,Striking image. 100% true. Let’s not do this again. People - please get vaccinated and wear masks until everyone gets through the line. #COVID19 #COVID19Vaccine https://t.co/GMcPNiogLI,"Kentucky, USA"
02-03-2021,Georgia teachers going out of state to get vaccinated #COVID19Vaccine #gapol https://t.co/ksnf560bZQ,"Georgia, USA"
02-03-2021,#COVID19Vaccine #march #1stofmarch #2ndMarch #writers https://t.co/moO9G4b6bN,"Wisconsin, USA"
01-03-2021,Today our family celebrates the Romanian tradition🇷🇴of Mărţişor - believing in the hope and renewal of #spring around the corner. A sign of that #hope was seeing my mother today thanks to the #covid19vaccine she had. Here’s to a new spring in all of our lives. #SpringIsComing https://t.co/TwvPgSQ7LD,"Michigan, USA"
01-03-2021,"#TheBigLie #TheTrumpGrift #TheQAnonGrift #TheQAnonLie #COVID19Vaccine #Trump

""Donald and Melania Trump both received COVID-19 vaccines before leaving the White House, aides confirm""  https://t.co/OMUhLPjZkg","Kentucky, USA"
01-03-2021,"Hopefully @POTUS has someone working on how to get the #COVID19Vaccine available to America's Over the Road Truck Drivers. Maybe using national truckstop chains like @PilotFlyingJ , TA or Loves as vaccination sites with something like this #johnsonandjohnson vaccine could work.","South Carolina, USA"
01-03-2021,"Was finally able to schedule my #COVID19Vaccine today! We’re getting closer to the light at the end of the tunnel, but we can’t get complacent now: wear your mask!!!","Kentucky, USA"
01-03-2021,"If you think I’m gonna wear a mask after I get vaccinated, where not mandated, for MY protection, you’ve lost your mind. Not living in fear. Gonna happily roll with the 94% efficacy rate yo! #COVID19 #COVID19Vaccine","Vermont, USA"
